assay_id,pdb_id,pubmed_id
1959540,4F7M,23015716
1959541,4F7P,23015716
1959542,4F7T,23015716
1853875,3QIW,21490152
1852474,3MA7,21389252
1965350,1A1N,8624811
1954125,3TA3,22069376
2883685,4ZUS,26764037
2883683,4ZUV,26764037
2883684,4ZUT,26764037
2857540,5IRO,27385781
2882684,5IND,27638468
2882582,5KSB,27568928
2882683,5IM7,27638468
2882686,5INC,27638468
2882575,5KS9,27568928
2882578,5KSA,27568928
2465941,4Y4F,26018083
2465942,4Y4H,26018083
2465943,4Y4K,26018083
2465944,4Y2D,26018083
2105207,4MJI,24600035
2105211,3WUW,24563253
2885468,5SWZ,27717799
2885469,5SWS,27717799
2381685,3MRE,25392532
2381684,3MRD,25392532
2381686,3MRG,25392532
2381687,3MRH,25392532
3000568,5MEO,27903649
3000569,5MEP,27903649
3000570,5MEQ,27903649
3000571,5MER,27903649
2467637,4Z78,26085090
2467638,4WDI,26085090
3137928,5ENW,28179428
3137929,5F7D,28179428
2119628,4PG2,25135637
2110131,4P2O,24855945
2110133,4P2R,24855945
2110134,4P2Q,24855945
2605771,4WUU,26688548
2621254,4ZFZ,26758274
2105302,4P23,24813203
2105317,4P46,24813203
2105318,4P5T,24813203
2107034,4PRI,24759101
2381688,3MRL,25392532
2381689,3MRO,25392532
2381690,3MRR,25392532
2390040,4X6F,25642819
2104708,4PV8,24795457
2104700,4PV9,24795457
2030851,4QRS,24509977
2114509,4P4R,24995984
2030852,4QRT,24509977
2114512,4P57,24995984
2402268,4UQ2,25348595
2402269,4UQ3,25348595
3000619,4MJ5,27738054
3000620,4MJ6,27738054
2369707,4PRP,24759101
2369706,4PRH,24759101
2660005,5D5M,26795251
2660007,5D7L,26795251
2660006,5D7J,26795251
2660008,5D7I,26795251
3001127,5F1I,27511732
3001128,5F1N,27511732
2098236,3MV9,20566715
2579977,5D2L,26429912
2579978,5D2N,26429912
2116136,4NT6,24990997
2116089,4OV5,25002586
2117570,3WEX,25020231
2114513,4P4K,24995984
2097623,4L4T,23846752
2925047,4X5W,27827392
2923939,5L2J,27807341
2923940,5L2K,27807341
2925048,4X5X,27827392
2097630,4L4V,23846752
2376073,3X13,25480565
2376071,3X11,25480565
2376072,3X12,25480565
2376074,3X14,25480565
2103169,4NQE,24695216
2103168,4NQD,24695216
2369612,4WJ5,25311806
2119221,3QEQ,21795600
2925672,5JLZ,27895642
2925673,5LAX,27895642
3000566,5MEN,27903649
2105750,3WL9,24886641
2105751,3WLB,24886641
2119217,3QDM,21795600
2119218,3QDG,21795600
3134127,5ISZ,28250417
3134128,5JHD,28250417
2883950,5SWQ,27645996
2104166,4OZG,24777060
2104167,4OZF,24777060
2104265,4HS3,24806963
2381525,4U6X,25505266
2467639,4Z76,26085090
2375331,4QOK,25471691
2119222,3QDJ,21795600
2369490,4ONO,25298532
2883686,4ZUW,26764037
2883689,4ZUU,26764037
2104156,4OZH,24777060
2116803,4PJ5,25049336
2467537,4ZAK,26078271
2724218,5D9S,26824387
2723541,5EU3,26917722
2723543,5EU4,26917722
2723545,5EU5,26917722
2465939,4Y16,26018083
2106430,4PR5,24759101
2106431,4PRD,24759101
2106428,4PRN,24759101
2106429,4PRB,24759101
2106432,4PRA,24759101
2106433,4PRE,24759101
2375604,4WO4,25452463
2375606,4QRR,25452463
2118925,4L3E,24550723
2097975,3L3G,20212169
2097976,3L3I,20212169
2445101,4MAY,24136005
2117747,3WS3,25063871
2115591,4O2C,24829406
2097977,3L3J,20212169
2097978,3L3K,20212169
2097889,4NQC,24695216
2851699,5C0A,27183389
2851700,5C09,27183389
2851701,5HYJ,27183389
2851702,5C0C,27183389
2827283,5HHP,27036003
2827284,5HHQ,27036003
2117749,3WS6,25063871
2517965,4Y19,26437244
2517966,4Y1A,26437244
2537076,5DMK,26453556
2461181,3VFU,22343629
2461182,3VFV,22343629
2461183,3VFW,22343629
2827285,5HHN,27036003
2827286,5HHO,27036003
2827287,5HHM,27036003
2117014,4PJE,25049336
2117015,4PJF,25049336
2851704,5C07,27183389
2851705,5C0B,27183389
2724217,5DDH,26824387
2683391,5E8N,26800871
2683396,5E8P,26800871
2115547,4O2E,24829406
2115593,4O2F,24829406
2642708,5DEG,26748477
2117025,4PJG,25049336
2683397,5E8O,26800871
2114522,4P5K,24995984
2390017,4X6E,25642819
2390019,4X6C,25642819
2642707,5DEF,26748477
2094113,4N8V,24550293
2423576,4U1J,25808313
2423577,4U1K,25808313
2423578,4U1L,25808313
2423579,4U1M,25808313
2423580,4U1N,25808313
2423581,4U1S,25808313
2390032,4X6D,25642819
2104137,4OZI,24777060
2461184,3VFN,22343629
2461185,3VFM,22343629
2830541,5H94,27170754
2751475,5EO1,26983786
2751474,5EO0,26983786
2765011,5FKP,27006394
2396849,4PGC,25605945
2396847,4PG9,25605945
2396848,4PGB,25605945
2461186,3VFO,22343629
2461187,3VFP,22343629
2765209,5B38,27045007
2765210,5B39,27045007
2396850,4PGD,25605945
2396851,4PGE,25605945
2765015,5EFI,27006394
2381531,4U6Y,25505266
2381683,3MRC,25392532
2423531,4U1H,25808313
2117039,4PJH,25049336
2117040,4PJX,25049336
2117043,4PJI,25049336
2117044,4PJA,25049336
2442702,4I5B,23976922
2442959,4XXC,25855358
2851450,5C0G,27183389
2851451,5C0D,27183389
2851452,5C0J,27183389
2851453,5C0F,27183389
2833311,5E9D,27238970
2851454,5C0E,27183389
2851456,5C0I,27183389
2445056,4GRL,24136005
2444705,4D0B,25860507
2444706,4D0C,25860507
2444707,4CVZ,25860507
2444708,2YEZ,25860507
2444709,4CVX,25860507
2444710,4D0D,25860507
2444711,4CW1,25860507
2461178,3VFR,22343629
2423532,4U1I,25808313
2444885,4L8D,24173108
2444886,4L8C,24173108
2444887,4L8B,24173108
2117045,4PJB,25049336
2117046,4PJC,25049336
2117047,4PJD,25049336
2117078,4PJ7,25049336
2117080,4PJ8,25049336
2117081,4PJ9,25049336
2097909,3L3D,20212169
2723237,5BRZ,26758806
2723238,5BS0,26758806
2723540,5EU6,26917722
2098234,3MV7,20566715
2827161,5C9J,26884207
2827162,5C9J,26884207
2114521,4P5M,24995984
2851703,5C08,27183389
2462238,4Z7V,25948817
2462239,4Z7U,25948817
2462240,4Z7W,25948817
2461179,3VFS,22343629
2461180,3VFT,22343629
3197610,5T70,28218747
3197611,5T6X,28218747
3197612,5T6W,28218747
3197613,5T6Z,28218747
3197614,5T6Y,28218747
3241746,5U1R,28166217
3202209,5GSV,27903740
3563386,5TEZ,28931605
3241749,5U2V,28166217
3241751,5U17,28166217
3241753,5U16,28166217
3241755,5U6Q,28166217
4562691,3TBT,22837158
4562692,3TBV,22837158
3270288,5IEH,27920218
3241757,5U72,28166217
3243408,4NO2,28903331
3243406,4NNX,28903331
3243407,4NNY,28903331
3802643,6BIZ,29317506
3802644,6BIR,29317506
3802645,6BIX,29317506
3803817,5WLI,29150238
3803818,5WLG,29150238
3243412,4NO5,28903331
3243410,4NO0,28903331
3243411,4NO3,28903331
3202231,5GSB,27903740
3804383,5VZ5,29441070
3795943,5JWE,29253009
3795944,5JWD,29253009
3838477,5OQG,29599287
3838881,6BNK,29576533
3838883,6BNL,29576533
3798916,6BLQ,29255035
3802640,6BIL,29317506
3802638,6BIN,29317506
3802639,6BIY,29317506
3802641,6BIJ,29317506
3798922,6BLX,29255035
3798923,5UJT,29255035
3802642,6BIV,29317506
4550834,5WSH,29950410
4550835,5E00,29950410
3931467,5NQ0,29772011
3931468,5NPZ,29772011
3931469,5NQ2,29772011
3830149,5J1A,27548435
3835114,4WWK,26875526
3835115,4WW2,26875526
3931470,5NQ1,29772011
3931471,5NQ3,29772011
3955198,5NIG,29853344
3955197,5NI9,29853344
4254466,6GH1,30087334
4551191,3UTS,22245737
4551190,3UTT,22245737
4551435,3MRB,19542454
4551437,3MRJ,19542454
4551445,3MRM,19542454
4551450,3MRN,19542454
4551452,3MRP,19542454
4551453,3GSN,19542454
4551537,3MRI,19542454
4140699,6BJ2,30053426
4140700,6BJ3,30053426
4140702,6BJ8,30053426
4478379,5WWU,30087171
4478380,5WXD,30087171
4478381,5WXC,30087171
4551459,3RWH,22084443
3477181,5XS3,28655516
4562605,3CZF,16221670
4562606,5AD0,18083574
4562607,4D0C,18083574
4562609,4D0B,18083574
4562610,5ACZ,18083574
4562690,3TBS,22837158
4562693,3TBW,22837158
4562701,3TBY,22837158
3806758,5XMF,29263258
3806774,5XMM,29263258
4551550,3NFN,21645925
4551461,3RWI,22084443
4551462,3RWJ,22084443
4551551,3QZW,21645925
4551857,3VXR,24192765
3477288,3QFD,21937447
3480551,3RGV,21683626
3480564,6ATZ,28801345
3480566,6ATF,28801345
3480567,6ATI,28801345
3137931,5EOT,28179428
3137932,5F9J,28179428
3137933,5FDW,28179428
3137934,5FA4,28179428
3786911,5WET,29025991
3786912,5WEU,29025991
3349758,5V4M,28467828
3349760,5V4N,28467828
3341545,5U98,28686208
3341546,5U98,28686208
3476980,5W6A,28855257
3476981,5W69,28855257
3202228,5GR7,27903740
3477370,4NNX,28903331
3477373,4NNY,28903331
3466587,5GRD,28698575
3825378,6AT5,29531227
3825379,6AVF,29531227
3825380,6AVG,29531227
3563415,5WJL,28945243
3563416,5WKF,28945243
3563417,5WJN,28945243
3563419,5WKH,28945243
3350944,5IVX,28508865
3477374,4NO2,28903331
3477375,4NO0,28903331
3477376,4NO3,28903331
3478292,4NO5,28903331
4047596,6EI2,29712860
3786449,5TW5,28655912
3786410,5TW2,28655912
3786649,5WKG,29054999
3786647,5WKE,29054999
3786650,5WL1,29054999
3467665,5VCL,28767728
3804382,5TXS,29441070
3804384,6AT9,29441070
3817468,6BXQ,29437277
4583645,6AMT,30224695
4583647,6AMU,30224695
3798957,6BLR,29255035
3788008,5N6B,28975614
3830306,5MZM,29507106
3838479,5OQI,29599287
3838478,5OQF,29599287
3838480,5OQH,29599287
3929541,5WMO,29735483
3929547,3SPV,29735483
3929543,5WMN,29735483
3929545,5WMP,29735483
3929550,5WMQ,29735483
3929552,5WMR,29735483
3802894,6BMH,29351991
3802897,6BMK,29351991
3794641,5NMG,29209312
3794639,5NME,29209312
3794640,5NMF,29209312
3794642,5NMH,29209312
3794643,5NMK,29209312
3968802,6CPO,29884618
3968798,6CPL,29884618
3968801,6CPN,29884618
3968803,6CQJ,29884618
3968804,6CQL,29884618
3968805,6CQN,29884618
3968806,6CQQ,29884618
3968807,6CQR,29884618
4551436,3MR9,19542454
3480514,5W67,28855257
3799133,5XOV,28615212
3338675,5V5L,28552904
3338676,5V5M,28552904
3352098,5GJY,28490583
3352099,5GJX,28490583
3786311,5WES,29025991
3786315,5W1V,28972140
3786316,5W1W,28972140
4255471,6GGM,30087334
4255470,6GH4,30087334
4255472,6GHN,30087334
4255474,6GL1,30087334
3799136,5XOT,28615212
3799143,5XOS,28615212
4551454,3RWE,22084443
4551455,3RWC,22084443
4551442,3MRK,19542454
4551456,3RWD,22084443
4551457,3RWF,22084443
4583651,6AM5,30224695
4551860,3W0W,24192765
4557313,4N5E,26523866
3803862,5KD4,29374075
3803861,5KD7,29374075
3803863,5T7G,29374075
4551458,3RWG,22084443
4551552,3RL1,21943705
4551554,3RL2,21943705
4551855,4G8G,23521884
4551856,4G9F,23521884
4551858,3VXM,24192765
4551859,3VXU,24192765
4551861,3VXS,24192765
1504469,1VGK,15272181
4552002,1W72,15537658
4552098,3JTT,21561910
4552054,3HCV,18650441
4552010,4NSK,22837158
4552057,3DTX,18650441
4552099,3JTS,21561910
4562386,4MVB,26523866
4552199,4LNR,25028510
4562388,4MS8,26523866
4562390,4MXQ,26523866
4562392,4N0C,26523866
3202213,5GSR,27903740
3202000,5N1Y,27183389
3258698,5KSU,28364043
3466589,5GSD,28698575
3466597,5GRG,28698575
3473792,5VGD,28649982
3258884,5KSV,28364043
3473798,5VGE,28649982
3198257,5EUO,28423320
3198286,5E6I,28423320
3137930,5FA3,28179428
3467714,3VJ6,22131332
3264733,5IEK,27920218
3202222,5GSX,27903740
3339205,5JZI,28572406
